pokedex number,branch code,name,generation,type1,type2,number of types,sprites
0734,734_0,yungoos,7,normal,,1,https://img.pokemondb.net/sprites/home/normal/yungoos.png
0735,735_0,gumshoos,7,normal,,1,https://img.pokemondb.net/sprites/home/normal/gumshoos.png
0736,736_0,grubbin,7,bug,,1,https://img.pokemondb.net/sprites/home/normal/grubbin.png
0737,737_0,charjabug,7,bug,electric,2,https://img.pokemondb.net/sprites/home/normal/charjabug.png
0738,738_0,vikavolt,7,bug,electric,2,https://img.pokemondb.net/sprites/home/normal/vikavolt.png
0739,739_0,crabrawler,7,fighting,,1,https://img.pokemondb.net/sprites/home/normal/crabrawler.png
0740,740_0,crabominable,7,fighting,ice,2,https://img.pokemondb.net/sprites/home/normal/crabominable.png
0741,741_0,oricorio-baile,7,fire,flying,2,https://img.pokemondb.net/sprites/home/normal/oricorio-baile.png
0741,741_1,oricorio-pom-pom,7,electric,flying,2,https://img.pokemondb.net/sprites/home/normal/oricorio-pom-pom.png
0741,741_2,oricorio-pau,7,psychic,flying,2,https://img.pokemondb.net/sprites/home/normal/oricorio-pau.png
0741,741_3,oricorio-sensu,7,ghost,flying,2,https://img.pokemondb.net/sprites/home/normal/oricorio-sensu.png
0742,742_0,cutiefly,7,bug,fairy,2,https://img.pokemondb.net/sprites/home/normal/cutiefly.png
0743,743_0,ribombee,7,bug,fairy,2,https://img.pokemondb.net/sprites/home/normal/ribombee.png
0744,744_0,rockruff,7,rock,,1,https://img.pokemondb.net/sprites/home/normal/rockruff.png
0745,745_0,lycanroc-midday,7,rock,,1,https://img.pokemondb.net/sprites/home/normal/lycanroc-midday.png
0745,745_1,lycanroc-midnight,7,rock,,1,https://img.pokemondb.net/sprites/home/normal/lycanroc-midnight.png
0745,745_2,lycanroc-dusk,7,rock,,1,https://img.pokemondb.net/sprites/home/normal/lycanroc-dusk.png
0746,746_0,wishiwashi-solo,7,water,,1,https://img.pokemondb.net/sprites/home/normal/wishiwashi-solo.png
0746,746_1,wishiwashi-school,7,water,,1,https://img.pokemondb.net/sprites/home/normal/wishiwashi-school.png
0747,747_0,mareanie,7,poison,water,2,https://img.pokemondb.net/sprites/home/normal/mareanie.png
0748,748_0,toxapex,7,poison,water,2,https://img.pokemondb.net/sprites/home/normal/toxapex.png
0749,749_0,mudbray,7,ground,,1,https://img.pokemondb.net/sprites/home/normal/mudbray.png
0750,750_0,mudsdale,7,ground,,1,https://img.pokemondb.net/sprites/home/normal/mudsdale.png
0751,751_0,dewpider,7,water,bug,2,https://img.pokemondb.net/sprites/home/normal/dewpider.png
0752,752_0,araquanid,7,water,bug,2,https://img.pokemondb.net/sprites/home/normal/araquanid.png
0753,753_0,fomantis,7,grass,,1,https://img.pokemondb.net/sprites/home/normal/fomantis.png
0754,754_0,lurantis,7,grass,,1,https://img.pokemondb.net/sprites/home/normal/lurantis.png
0755,755_0,morelull,7,grass,fairy,2,https://img.pokemondb.net/sprites/home/normal/morelull.png
0756,756_0,shiinotic,7,grass,fairy,2,https://img.pokemondb.net/sprites/home/normal/shiinotic.png
0757,757_0,salandit,7,poison,fire,2,https://img.pokemondb.net/sprites/home/normal/salandit.png
0758,758_0,salazzle,7,poison,fire,2,https://img.pokemondb.net/sprites/home/normal/salazzle.png
0759,759_0,stufful,7,normal,fighting,2,https://img.pokemondb.net/sprites/home/normal/stufful.png
0760,760_0,bewear,7,normal,fighting,2,https://img.pokemondb.net/sprites/home/normal/bewear.png
0761,761_0,bounsweet,7,grass,,1,https://img.pokemondb.net/sprites/home/normal/bounsweet.png
0762,762_0,steenee,7,grass,,1,https://img.pokemondb.net/sprites/home/normal/steenee.png
0763,763_0,tsareena,7,grass,,1,https://img.pokemondb.net/sprites/home/normal/tsareena.png
0764,764_0,comfey,7,fairy,,1,https://img.pokemondb.net/sprites/home/normal/comfey.png
0765,765_0,oranguru,7,normal,psychic,2,https://img.pokemondb.net/sprites/home/normal/oranguru.png
0766,766_0,passimian,7,fighting,,1,https://img.pokemondb.net/sprites/home/normal/passimian.png
0767,767_0,wimpod,7,bug,water,2,https://img.pokemondb.net/sprites/home/normal/wimpod.png
0768,768_0,golisopod,7,bug,water,2,https://img.pokemondb.net/sprites/home/normal/golisopod.png
0769,769_0,sandygast,7,ghost,ground,2,https://img.pokemondb.net/sprites/home/normal/sandygast.png
0770,770_0,palossand,7,ghost,ground,2,https://img.pokemondb.net/sprites/home/normal/palossand.png
0771,771_0,pyukumuku,7,water,,1,https://img.pokemondb.net/sprites/home/normal/pyukumuku.png
0772,772_0,type-null,7,normal,,1,https://img.pokemondb.net/sprites/home/normal/type-null.png
0773,773_0,silvally,7,normal,,1,https://img.pokemondb.net/sprites/home/normal/silvally.png
0774,774_0,minior-meteor,7,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/minior-meteor.png
0774,774_1,minior-red-core,7,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/minior-red-core.png
0774,774_2,minior-orange-core,7,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/minior-orange-core.png
0774,774_3,minior-yellow-core,7,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/minior-yellow-core.png
0774,774_4,minior-green-core,7,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/minior-green-core.png
0774,774_5,minior-blue-core,7,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/minior-blue-core.png
0774,774_6,minior-indigo-core,7,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/minior-indigo-core.png
0774,774_7,minior-violet-core,7,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/minior-violet-core.png
0775,775_0,komala,7,normal,,1,https://img.pokemondb.net/sprites/home/normal/komala.png
0776,776_0,turtonator,7,fire,dragon,2,https://img.pokemondb.net/sprites/home/normal/turtonator.png
0777,777_0,togedemaru,7,electric,steel,2,https://img.pokemondb.net/sprites/home/normal/togedemaru.png
0778,778_0,mimikyu,7,ghost,fairy,2,https://img.pokemondb.net/sprites/home/normal/mimikyu.png
0779,779_0,bruxish,7,water,psychic,2,https://img.pokemondb.net/sprites/home/normal/bruxish.png
0780,780_0,drampa,7,normal,dragon,2,https://img.pokemondb.net/sprites/home/normal/drampa.png
0781,781_0,dhelmise,7,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/dhelmise.png
0782,782_0,jangmo-o,7,dragon,,1,https://img.pokemondb.net/sprites/home/normal/jangmo-o.png
0783,783_0,hakamo-o,7,dragon,fighting,2,https://img.pokemondb.net/sprites/home/normal/hakamo-o.png
0784,784_0,kommo-o,7,dragon,fighting,2,https://img.pokemondb.net/sprites/home/normal/kommo-o.png
0785,785_0,tapu-koko,7,electric,fairy,2,https://img.pokemondb.net/sprites/home/normal/tapu-koko.png
0786,786_0,tapu-lele,7,psychic,fairy,2,https://img.pokemondb.net/sprites/home/normal/tapu-lele.png
0787,787_0,tapu-bulu,7,grass,fairy,2,https://img.pokemondb.net/sprites/home/normal/tapu-bulu.png
0788,788_0,tapu-fini,7,water,fairy,2,https://img.pokemondb.net/sprites/home/normal/tapu-fini.png
0789,789_0,cosmog,7,psychic,,1,https://img.pokemondb.net/sprites/home/normal/cosmog.png
0790,790_0,cosmoem,7,psychic,,1,https://img.pokemondb.net/sprites/home/normal/cosmoem.png
0791,791_0,solgaleo,7,psychic,steel,2,https://img.pokemondb.net/sprites/home/normal/solgaleo.png
0792,792_0,lunala,7,psychic,ghost,2,https://img.pokemondb.net/sprites/home/normal/lunala.png
0793,793_0,nihilego,7,rock,poison,2,https://img.pokemondb.net/sprites/home/normal/nihilego.png
0794,794_0,buzzwole,7,bug,fighting,2,https://img.pokemondb.net/sprites/home/normal/buzzwole.png
0795,795_0,pheromosa,7,bug,fighting,2,https://img.pokemondb.net/sprites/home/normal/pheromosa.png
0796,796_0,xurkitree,7,electric,,1,https://img.pokemondb.net/sprites/home/normal/xurkitree.png
0797,797_0,celesteela,7,steel,flying,2,https://img.pokemondb.net/sprites/home/normal/celesteela.png
0798,798_0,kartana,7,grass,steel,2,https://img.pokemondb.net/sprites/home/normal/kartana.png
0799,799_0,guzzlord,7,dark,dragon,2,https://img.pokemondb.net/sprites/home/normal/guzzlord.png
0800,800_0,necrozma,7,psychic,,1,https://img.pokemondb.net/sprites/home/normal/necrozma.png
0800,800_1,necrozma-dusk-mane,7,psychic,steel,2,https://img.pokemondb.net/sprites/home/normal/1x/necrozma-dusk-mane.png
0800,800_2,necrozma-dawn-wings,7,psychic,ghost,2,https://img.pokemondb.net/sprites/home/normal/1x/necrozma-dawn-wings.png
0800,800_3,necrozma-ultra,7,psychic,dragon,2,https://img.pokemondb.net/sprites/home/normal/necrozma-ultra.png
0801,801_0,magearna,7,steel,fairy,2,https://img.pokemondb.net/sprites/home/normal/magearna.png
0802,802_0,marshadow,7,fighting,ghost,2,https://img.pokemondb.net/sprites/home/normal/marshadow.png
0803,803_0,poipole,7,poison,,1,https://img.pokemondb.net/sprites/home/normal/poipole.png
0804,804_0,naganadel,7,poison,dragon,2,https://img.pokemondb.net/sprites/home/normal/naganadel.png
0805,805_0,stakataka,7,rock,steel,2,https://img.pokemondb.net/sprites/home/normal/stakataka.png
0806,806_0,blacephalon,7,fire,ghost,2,https://img.pokemondb.net/sprites/home/normal/blacephalon.png
0807,807_0,zeraora,7,electric,,1,https://img.pokemondb.net/sprites/home/normal/zeraora.png
0808,808_0,meltan,7,steel,,1,https://img.pokemondb.net/sprites/home/normal/meltan.png
0809,809_0,melmetal,7,steel,,1,https://img.pokemondb.net/sprites/home/normal/melmetal.png
0810,810_0,grookey,8,grass,,1,https://img.pokemondb.net/sprites/home/normal/grookey.png
0811,811_0,thwackey,8,grass,,1,https://img.pokemondb.net/sprites/home/normal/thwackey.png
0812,812_0,rillaboom,8,grass,,1,https://img.pokemondb.net/sprites/home/normal/rillaboom.png
0813,813_0,scorbunny,8,fire,,1,https://img.pokemondb.net/sprites/home/normal/scorbunny.png
0814,814_0,raboot,8,fire,,1,https://img.pokemondb.net/sprites/home/normal/raboot.png
0815,815_0,cinderace,8,fire,,1,https://img.pokemondb.net/sprites/home/normal/cinderace.png
0816,816_0,sobble,8,water,,1,https://img.pokemondb.net/sprites/home/normal/sobble.png
0817,817_0,drizzile,8,water,,1,https://img.pokemondb.net/sprites/home/normal/drizzile.png
0818,818_0,inteleon,8,water,,1,https://img.pokemondb.net/sprites/home/normal/inteleon.png
0819,819_0,skwovet,8,normal,,1,https://img.pokemondb.net/sprites/home/normal/skwovet.png
0820,820_0,greedent,8,normal,,1,https://img.pokemondb.net/sprites/home/normal/greedent.png
0821,821_0,rookidee,8,flying,,1,https://img.pokemondb.net/sprites/home/normal/rookidee.png
0822,822_0,corvisquire,8,flying,,1,https://img.pokemondb.net/sprites/home/normal/corvisquire.png
0823,823_0,corviknight,8,flying,steel,2,https://img.pokemondb.net/sprites/home/normal/corviknight.png
0824,824_0,blipbug,8,bug,,1,https://img.pokemondb.net/sprites/home/normal/blipbug.png
0825,825_0,dottler,8,bug,psychic,2,https://img.pokemondb.net/sprites/home/normal/dottler.png
0826,826_0,orbeetle,8,bug,psychic,2,https://img.pokemondb.net/sprites/home/normal/orbeetle.png
0827,827_0,nickit,8,dark,,1,https://img.pokemondb.net/sprites/home/normal/nickit.png
0828,828_0,thievul,8,dark,,1,https://img.pokemondb.net/sprites/home/normal/thievul.png
0829,829_0,gossifleur,8,grass,,1,https://img.pokemondb.net/sprites/home/normal/gossifleur.png
0830,830_0,eldegoss,8,grass,,1,https://img.pokemondb.net/sprites/home/normal/eldegoss.png
0831,831_0,wooloo,8,normal,,1,https://img.pokemondb.net/sprites/home/normal/wooloo.png
0832,832_0,dubwool,8,normal,,1,https://img.pokemondb.net/sprites/home/normal/dubwool.png
0833,833_0,chewtle,8,water,,1,https://img.pokemondb.net/sprites/home/normal/chewtle.png
0834,834_0,drednaw,8,water,rock,2,https://img.pokemondb.net/sprites/home/normal/drednaw.png
0835,835_0,yamper,8,electric,,1,https://img.pokemondb.net/sprites/home/normal/yamper.png
0836,836_0,boltund,8,electric,,1,https://img.pokemondb.net/sprites/home/normal/boltund.png
0837,837_0,rolycoly,8,rock,,1,https://img.pokemondb.net/sprites/home/normal/rolycoly.png
0838,838_0,carkol,8,rock,fire,2,https://img.pokemondb.net/sprites/home/normal/carkol.png
0839,839_0,coalossal,8,rock,fire,2,https://img.pokemondb.net/sprites/home/normal/coalossal.png
0840,840_0,applin,8,grass,dragon,2,https://img.pokemondb.net/sprites/home/normal/applin.png
0841,841_0,flapple,8,grass,dragon,2,https://img.pokemondb.net/sprites/home/normal/flapple.png
0842,842_0,appletun,8,grass,dragon,2,https://img.pokemondb.net/sprites/home/normal/appletun.png
0843,843_0,silicobra,8,ground,,1,https://img.pokemondb.net/sprites/home/normal/silicobra.png
0844,844_0,sandaconda,8,ground,,1,https://img.pokemondb.net/sprites/home/normal/sandaconda.png
0845,845_0,cramorant,8,flying,water,2,https://img.pokemondb.net/sprites/home/normal/cramorant.png
0846,846_0,arrokuda,8,water,,1,https://img.pokemondb.net/sprites/home/normal/arrokuda.png
0847,847_0,barraskewda,8,water,,1,https://img.pokemondb.net/sprites/home/normal/barraskewda.png
0848,848_0,toxel,8,electric,poison,2,https://img.pokemondb.net/sprites/home/normal/toxel.png
0849,849_0,toxtricity-amped,8,electric,poison,2,https://img.pokemondb.net/sprites/home/normal/toxtricity-amped.png
0849,849_1,toxtricity-low-key,8,electric,poison,2,https://img.pokemondb.net/sprites/home/normal/toxtricity-low-key.png
0850,850_0,sizzlipede,8,fire,bug,2,https://img.pokemondb.net/sprites/home/normal/sizzlipede.png
0851,851_0,centiskorch,8,fire,bug,2,https://img.pokemondb.net/sprites/home/normal/centiskorch.png
0852,852_0,clobbopus,8,fighting,,1,https://img.pokemondb.net/sprites/home/normal/clobbopus.png
0853,853_0,grapploct,8,fighting,,1,https://img.pokemondb.net/sprites/home/normal/grapploct.png
0854,854_0,sinistea,8,ghost,,1,https://img.pokemondb.net/sprites/home/normal/sinistea.png
0855,855_0,polteageist,8,ghost,,1,https://img.pokemondb.net/sprites/home/normal/polteageist.png
0856,856_0,hatenna,8,psychic,,1,https://img.pokemondb.net/sprites/home/normal/hatenna.png
0857,857_0,hattrem,8,psychic,,1,https://img.pokemondb.net/sprites/home/normal/hattrem.png
0858,858_0,hatterene,8,psychic,fairy,2,https://img.pokemondb.net/sprites/home/normal/hatterene.png
0859,859_0,impidimp,8,dark,fairy,2,https://img.pokemondb.net/sprites/home/normal/impidimp.png
0860,860_0,morgrem,8,dark,fairy,2,https://img.pokemondb.net/sprites/home/normal/morgrem.png
0861,861_0,grimmsnarl,8,dark,fairy,2,https://img.pokemondb.net/sprites/home/normal/grimmsnarl.png
0862,862_0,obstagoon,8,dark,normal,2,https://img.pokemondb.net/sprites/home/normal/obstagoon.png
0863,863_0,perrserker,8,steel,,1,https://img.pokemondb.net/sprites/home/normal/perrserker.png
0864,864_0,cursola,8,ghost,,1,https://img.pokemondb.net/sprites/home/normal/cursola.png
0865,865_0,sirfetchd,8,fighting,,1,https://img.pokemondb.net/sprites/home/normal/sirfetchd.png
0866,866_0,mr-rime,8,ice,psychic,2,https://img.pokemondb.net/sprites/home/normal/mr-rime.png
0867,867_0,runerigus,8,ground,ghost,2,https://img.pokemondb.net/sprites/home/normal/runerigus.png
0868,868_0,milcery,8,fairy,,1,https://img.pokemondb.net/sprites/home/normal/milcery.png
0869,869_0,alcremie,8,fairy,,1,https://img.pokemondb.net/sprites/home/normal/alcremie.png
0870,870_0,falinks,8,fighting,,1,https://img.pokemondb.net/sprites/home/normal/falinks.png
0871,871_0,pincurchin,8,electric,,1,https://img.pokemondb.net/sprites/home/normal/pincurchin.png
0872,872_0,snom,8,ice,bug,2,https://img.pokemondb.net/sprites/home/normal/snom.png
0873,873_0,frosmoth,8,ice,bug,2,https://img.pokemondb.net/sprites/home/normal/frosmoth.png
0874,874_0,stonjourner,8,rock,,1,https://img.pokemondb.net/sprites/home/normal/stonjourner.png
0875,875_0,eiscue-ice,8,ice,,1,https://img.pokemondb.net/sprites/home/normal/eiscue-ice.png
0875,875_1,eiscue-noice,8,ice,,1,https://img.pokemondb.net/sprites/home/normal/eiscue-noice.png
0876,876_0,indeedee-male,8,psychic,normal,2,https://img.pokemondb.net/sprites/home/normal/indeedee-male.png
0876,876_1,indeedee-female,8,psychic,normal,2,https://img.pokemondb.net/sprites/home/normal/indeedee-female.png
0877,877_0,morpeko-full-belly,8,electric,dark,2,https://img.pokemondb.net/sprites/home/normal/morpeko-full-belly.png
0877,877_1,morpeko-hangry,8,electric,dark,2,https://img.pokemondb.net/sprites/home/normal/morpeko-hangry.png
0878,878_0,cufant,8,steel,,1,https://img.pokemondb.net/sprites/home/normal/cufant.png
0879,879_0,copperajah,8,steel,,1,https://img.pokemondb.net/sprites/home/normal/copperajah.png
0880,880_0,dracozolt,8,electric,dragon,2,https://img.pokemondb.net/sprites/home/normal/dracozolt.png
0881,881_0,arctozolt,8,electric,ice,2,https://img.pokemondb.net/sprites/home/normal/arctozolt.png
0882,882_0,dracovish,8,water,dragon,2,https://img.pokemondb.net/sprites/home/normal/dracovish.png
0883,883_0,arctovish,8,water,ice,2,https://img.pokemondb.net/sprites/home/normal/arctovish.png
0884,884_0,duraludon,8,steel,dragon,2,https://img.pokemondb.net/sprites/home/normal/duraludon.png
0885,885_0,dreepy,8,dragon,ghost,2,https://img.pokemondb.net/sprites/home/normal/dreepy.png
0886,886_0,drakloak,8,dragon,ghost,2,https://img.pokemondb.net/sprites/home/normal/drakloak.png
0887,887_0,dragapult,8,dragon,ghost,2,https://img.pokemondb.net/sprites/home/normal/dragapult.png
0888,888_0,zacian-hero,8,fairy,,1,https://img.pokemondb.net/sprites/home/normal/zacian-hero.png
0888,888_1,zacian-crowned,8,fairy,steel,2,https://img.pokemondb.net/sprites/home/normal/zacian-crowned.png
0889,889_0,zamazenta-hero,8,fighting,,1,https://img.pokemondb.net/sprites/home/normal/zamazenta-hero.png
0889,889_1,zamazenta-crowned,8,fighting,steel,2,https://img.pokemondb.net/sprites/home/normal/zamazenta-crowned.png
0890,890_0,eternatus,8,poison,dragon,2,https://img.pokemondb.net/sprites/home/normal/eternatus.png
0890,890_1,eternatus-eternamax,8,poison,dragon,2,https://img.pokemondb.net/sprites/home/normal/eternatus-eternamax.png
0891,891_0,kubfu,8,fighting,,1,https://img.pokemondb.net/sprites/home/normal/kubfu.png
0892,892_0,urshifu-single-strike,8,fighting,dark,2,https://img.pokemondb.net/sprites/home/normal/urshifu-single-strike.png
0892,892_1,urshifu-rapid-strike,8,fighting,water,2,https://img.pokemondb.net/sprites/home/normal/urshifu-rapid-strike.png
0893,893_0,zarude,8,dark,grass,2,https://img.pokemondb.net/sprites/home/normal/zarude.png
0894,894_0,regieleki,8,electric,,1,https://img.pokemondb.net/sprites/home/normal/regieleki.png
0895,895_0,regidrago,8,dragon,,1,https://img.pokemondb.net/sprites/home/normal/regidrago.png
0896,896_0,glastrier,8,ice,,1,https://img.pokemondb.net/sprites/home/normal/glastrier.png
0897,897_0,spectrier,8,ghost,,1,https://img.pokemondb.net/sprites/home/normal/spectrier.png
0898,898_0,calyrex,8,psychic,grass,2,https://img.pokemondb.net/sprites/home/normal/calyrex.png
0898,898_1,calyrex-ice-rider,8,psychic,ice,2,https://img.pokemondb.net/sprites/home/normal/calyrex-ice-rider.png
0898,898_2,calyrex-shadow-rider,8,psychic,ghost,2,https://img.pokemondb.net/sprites/home/normal/calyrex-shadow-rider.png
0899,899_0,wyrdeer,8,normal,psychic,2,https://img.pokemondb.net/sprites/home/normal/wyrdeer.png
0900,900_0,kleavor,8,bug,rock,2,https://img.pokemondb.net/sprites/home/normal/kleavor.png
0901,901_0,ursaluna,8,ground,normal,2,https://img.pokemondb.net/sprites/home/normal/ursaluna.png
0902,902_0,basculegion-male,8,water,ghost,2,https://img.pokemondb.net/sprites/home/normal/basculegion-male.png
0902,902_1,basculegion-female,8,water,ghost,2,https://img.pokemondb.net/sprites/home/normal/basculegion-female.png
0903,903_0,sneasler,8,fighting,poison,2,https://img.pokemondb.net/sprites/home/normal/sneasler.png
0904,904_0,overqwil,8,dark,poison,2,https://img.pokemondb.net/sprites/home/normal/overqwil.png
0905,905_0,enamorus-incarnate,8,fairy,flying,2,https://img.pokemondb.net/sprites/home/normal/enamorus-incarnate.png
0905,905_1,enamorus-therian,8,fairy,flying,2,https://img.pokemondb.net/sprites/home/normal/enamorus-therian.png
0906,906_0,sprigatito,9,grass,,1,https://img.pokemondb.net/sprites/home/normal/sprigatito.png
0907,907_0,floragato,9,grass,,1,https://img.pokemondb.net/sprites/home/normal/floragato.png
0908,908_0,meowscarada,9,grass,dark,2,https://img.pokemondb.net/sprites/home/normal/meowscarada.png
0909,909_0,fuecoco,9,fire,,1,https://img.pokemondb.net/sprites/home/normal/fuecoco.png
0910,910_0,crocalor,9,fire,,1,https://img.pokemondb.net/sprites/home/normal/crocalor.png
0911,911_0,skeledirge,9,fire,ghost,2,https://img.pokemondb.net/sprites/home/normal/skeledirge.png
0912,912_0,quaxly,9,water,,1,https://img.pokemondb.net/sprites/home/normal/quaxly.png
0913,913_0,quaxwell,9,water,,1,https://img.pokemondb.net/sprites/home/normal/quaxwell.png
0914,914_0,quaquaval,9,water,fighting,2,https://img.pokemondb.net/sprites/home/normal/quaquaval.png
0915,915_0,lechonk,9,normal,,1,https://img.pokemondb.net/sprites/home/normal/lechonk.png
0916,916_0,oinkologne,9,normal,,1,https://img.pokemondb.net/sprites/home/normal/oinkologne.png
0916,916_1,oinkologne,9,normal,,1,https://img.pokemondb.net/sprites/home/normal/oinkologne.png
0917,917_0,tarountula,9,bug,,1,https://img.pokemondb.net/sprites/home/normal/tarountula.png
0918,918_0,spidops,9,bug,,1,https://img.pokemondb.net/sprites/home/normal/spidops.png
0919,919_0,nymble,9,bug,,1,https://img.pokemondb.net/sprites/home/normal/nymble.png
0920,920_0,lokix,9,bug,dark,2,https://img.pokemondb.net/sprites/home/normal/lokix.png
0921,921_0,pawmi,9,electric,,1,https://img.pokemondb.net/sprites/home/normal/pawmi.png
0922,922_0,pawmo,9,electric,fighting,2,https://img.pokemondb.net/sprites/home/normal/pawmo.png
0923,923_0,pawmot,9,electric,fighting,2,https://img.pokemondb.net/sprites/home/normal/pawmot.png
0924,924_0,tandemaus,9,normal,,1,https://img.pokemondb.net/sprites/home/normal/tandemaus.png
0925,925_0,maushold-family3,9,normal,,1,https://img.pokemondb.net/sprites/scarlet-violet/normal/maushold-family3.png
0925,925_1,maushold-family4,9,normal,,1,https://img.pokemondb.net/sprites/scarlet-violet/normal/maushold-family4.png
0926,926_0,fidough,9,fairy,,1,https://img.pokemondb.net/sprites/home/normal/fidough.png
0927,927_0,dachsbun,9,fairy,,1,https://img.pokemondb.net/sprites/home/normal/dachsbun.png
0928,928_0,smoliv,9,grass,normal,2,https://img.pokemondb.net/sprites/home/normal/smoliv.png
0929,929_0,dolliv,9,grass,normal,2,https://img.pokemondb.net/sprites/home/normal/dolliv.png
0930,930_0,arboliva,9,grass,normal,2,https://img.pokemondb.net/sprites/home/normal/arboliva.png
0931,931_0,squawkabilly-green,9,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/squawkabilly-green.png
0931,931_1,squawkabilly-blue,9,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/squawkabilly-blue.png
0931,931_2,squawkabilly-yellow,9,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/squawkabilly-yellow.png
0931,931_3,squawkabilly-white,9,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/1x/squawkabilly-white.png
0932,932_0,nacli,9,rock,,1,https://img.pokemondb.net/sprites/home/normal/nacli.png
0933,933_0,naclstack,9,rock,,1,https://img.pokemondb.net/sprites/home/normal/naclstack.png
0934,934_0,garganacl,9,rock,,1,https://img.pokemondb.net/sprites/home/normal/garganacl.png
0935,935_0,charcadet,9,fire,,1,https://img.pokemondb.net/sprites/home/normal/charcadet.png
0936,936_0,armarouge,9,fire,psychic,2,https://img.pokemondb.net/sprites/home/normal/armarouge.png
0937,937_0,ceruledge,9,fire,ghost,2,https://img.pokemondb.net/sprites/home/normal/ceruledge.png
0938,938_0,tadbulb,9,electric,,1,https://img.pokemondb.net/sprites/home/normal/tadbulb.png
0939,939_0,bellibolt,9,electric,,1,https://img.pokemondb.net/sprites/home/normal/bellibolt.png
0940,940_0,wattrel,9,electric,flying,2,https://img.pokemondb.net/sprites/home/normal/wattrel.png
0941,941_0,kilowattrel,9,electric,flying,2,https://img.pokemondb.net/sprites/home/normal/kilowattrel.png
0942,942_0,maschiff,9,dark,,1,https://img.pokemondb.net/sprites/home/normal/maschiff.png
0943,943_0,mabosstiff,9,dark,,1,https://img.pokemondb.net/sprites/home/normal/mabosstiff.png
0944,944_0,shroodle,9,poison,normal,2,https://img.pokemondb.net/sprites/home/normal/shroodle.png
0945,945_0,grafaiai,9,poison,normal,2,https://img.pokemondb.net/sprites/home/normal/grafaiai.png
0946,946_0,bramblin,9,grass,ghost,2,https://img.pokemondb.net/sprites/home/normal/bramblin.png
0947,947_0,brambleghast,9,grass,ghost,2,https://img.pokemondb.net/sprites/home/normal/brambleghast.png
0948,948_0,toedscool,9,ground,grass,2,https://img.pokemondb.net/sprites/home/normal/toedscool.png
0949,949_0,toedscruel,9,ground,grass,2,https://img.pokemondb.net/sprites/home/normal/toedscruel.png
0950,950_0,klawf,9,rock,,1,https://img.pokemondb.net/sprites/home/normal/klawf.png
0951,951_0,capsakid,9,grass,,1,https://img.pokemondb.net/sprites/home/normal/capsakid.png
0952,952_0,scovillain,9,grass,fire,2,https://img.pokemondb.net/sprites/home/normal/scovillain.png
0953,953_0,rellor,9,bug,,1,https://img.pokemondb.net/sprites/home/normal/rellor.png
0954,954_0,rabsca,9,bug,psychic,2,https://img.pokemondb.net/sprites/home/normal/rabsca.png
0955,955_0,flittle,9,psychic,,1,https://img.pokemondb.net/sprites/home/normal/flittle.png
0956,956_0,espathra,9,psychic,,1,https://img.pokemondb.net/sprites/home/normal/espathra.png
0957,957_0,tinkatink,9,fairy,steel,2,https://img.pokemondb.net/sprites/home/normal/tinkatink.png
0958,958_0,tinkatuff,9,fairy,steel,2,https://img.pokemondb.net/sprites/home/normal/tinkatuff.png
0959,959_0,tinkaton,9,fairy,steel,2,https://img.pokemondb.net/sprites/home/normal/tinkaton.png
0960,960_0,wiglett,9,water,,1,https://img.pokemondb.net/sprites/home/normal/wiglett.png
0961,961_0,wugtrio,9,water,,1,https://img.pokemondb.net/sprites/home/normal/wugtrio.png
0962,962_0,bombirdier,9,flying,dark,2,https://img.pokemondb.net/sprites/home/normal/bombirdier.png
0963,963_0,finizen,9,water,,1,https://img.pokemondb.net/sprites/home/normal/finizen.png
0964,964_0,palafin-zero,9,water,,1,https://img.pokemondb.net/sprites/home/normal/palafin-zero.png
0964,964_1,palafin-hero,9,water,,1,https://img.pokemondb.net/sprites/home/normal/palafin-hero.png
0965,965_0,varoom,9,steel,poison,2,https://img.pokemondb.net/sprites/home/normal/varoom.png
0966,966_0,revavroom,9,steel,poison,2,https://img.pokemondb.net/sprites/home/normal/revavroom.png
0967,967_0,cyclizar,9,dragon,normal,2,https://img.pokemondb.net/sprites/home/normal/cyclizar.png
0968,968_0,orthworm,9,steel,,1,https://img.pokemondb.net/sprites/home/normal/orthworm.png
0969,969_0,glimmet,9,rock,poison,2,https://img.pokemondb.net/sprites/home/normal/glimmet.png
0970,970_0,glimmora,9,rock,poison,2,https://img.pokemondb.net/sprites/home/normal/glimmora.png
0971,971_0,greavard,9,ghost,,1,https://img.pokemondb.net/sprites/home/normal/greavard.png
0972,972_0,houndstone,9,ghost,,1,https://img.pokemondb.net/sprites/home/normal/houndstone.png
