pokedex number,branch code,name,generation,type1,type2,number of types,sprites,basic_color,sprite dominant color
550,550_1,basculin-blue-striped,5,water,,1,https://img.pokemondb.net/sprites/home/normal/basculin-blue-striped.png,"[4, 124, 201]",[182 186 185]
550,550_2,basculin-white-striped,8,water,,1,https://img.pokemondb.net/sprites/home/normal/basculin-white-striped.png,"[4, 124, 201]",[ 80 128  54]
551,551_0,sandile,5,ground,dark,2,https://img.pokemondb.net/sprites/home/normal/sandile.png,"[204, 164, 0]",[182 149 126]
552,552_0,krokorok,5,ground,dark,2,https://img.pokemondb.net/sprites/home/normal/krokorok.png,"[204, 164, 0]",[196 174 147]
553,553_0,krookodile,5,ground,dark,2,https://img.pokemondb.net/sprites/home/normal/krookodile.png,"[204, 164, 0]",[157 118 122]
554,554_0,darumaka,5,fire,,1,https://img.pokemondb.net/sprites/home/normal/darumaka.png,"[255, 0, 0]",[196  31  38]
554,554_1,darumaka-galarian,8,ice,,1,https://img.pokemondb.net/sprites/home/normal/darumaka-galarian.png,"[135, 206, 235]",[205 219 222]
555,555_0,darmanitan,5,fire,,1,https://img.pokemondb.net/sprites/home/normal/darmanitan.png,"[255, 0, 0]",[176  53  36]
555,555_1,darmanitan-zen,5,fire,psychic,2,https://img.pokemondb.net/sprites/home/normal/darmanitan-zen.png,"[255, 0, 0]",[122 171 195]
555,555_2,darmanitan-galarian-standard,8,ice,,1,https://img.pokemondb.net/sprites/home/normal/darmanitan-galarian-standard.png,"[135, 206, 235]",[213 220 222]
555,555_3,darmanitan-galarian-zen,8,ice,fire,2,https://img.pokemondb.net/sprites/home/normal/darmanitan-galarian-zen.png,"[135, 206, 235]",[199 210 213]
556,556_0,maractus,5,grass,,1,https://img.pokemondb.net/sprites/home/normal/maractus.png,"[0, 100, 0]",[ 67 132 119]
557,557_0,dwebble,5,bug,rock,2,https://img.pokemondb.net/sprites/home/normal/dwebble.png,"[204, 204, 0]",[147 140 134]
558,558_0,crustle,5,bug,rock,2,https://img.pokemondb.net/sprites/home/normal/crustle.png,"[204, 204, 0]",[137 113  89]
559,559_0,scraggy,5,dark,fighting,2,https://img.pokemondb.net/sprites/home/normal/scraggy.png,"[31, 16, 8]",[191 176 135]
560,560_0,scrafty,5,dark,fighting,2,https://img.pokemondb.net/sprites/home/normal/scrafty.png,"[31, 16, 8]",[214 158  72]
561,561_0,sigilyph,5,psychic,flying,2,https://img.pokemondb.net/sprites/home/normal/sigilyph.png,"[255, 105, 180]",[210 175 105]
562,562_0,yamask,5,ghost,,1,https://img.pokemondb.net/sprites/home/normal/yamask.png,"[25, 25, 112]",[197 189 174]
562,562_1,yamask-galarian,8,ground,ghost,2,https://img.pokemondb.net/sprites/home/normal/yamask-galarian.png,"[204, 164, 0]",[190 181 182]
563,563_0,cofagrigus,5,ghost,,1,https://img.pokemondb.net/sprites/home/normal/cofagrigus.png,"[25, 25, 112]",[78 85 91]
564,564_0,tirtouga,5,water,rock,2,https://img.pokemondb.net/sprites/home/normal/tirtouga.png,"[4, 124, 201]",[140 181 213]
565,565_0,carracosta,5,water,rock,2,https://img.pokemondb.net/sprites/home/normal/carracosta.png,"[4, 124, 201]",[ 40  89 137]
566,566_0,archen,5,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/archen.png,"[128, 109, 0]",[200 199 198]
567,567_0,archeops,5,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/archeops.png,"[128, 109, 0]",[ 99 165 207]
568,568_0,trubbish,5,poison,,1,https://img.pokemondb.net/sprites/home/normal/trubbish.png,"[97, 64, 81]",[ 73 118 105]
569,569_0,garbodor,5,poison,,1,https://img.pokemondb.net/sprites/home/normal/garbodor.png,"[97, 64, 81]",[151 132  92]
570,570_0,zorua,5,dark,,1,https://img.pokemondb.net/sprites/home/normal/zorua.png,"[31, 16, 8]",[116 112 147]
570,570_1,zorua-hisuian,8,normal,ghost,2,https://img.pokemondb.net/sprites/home/normal/zorua-hisuian.png,"[211, 211, 211]",[219 218 218]
571,571_0,zoroark,5,dark,,1,https://img.pokemondb.net/sprites/home/normal/zoroark.png,"[31, 16, 8]",[ 92  92 100]
571,571_1,zoroark-hisuian,8,normal,ghost,2,https://img.pokemondb.net/sprites/home/normal/zoroark-hisuian.png,"[211, 211, 211]",[212 209 210]
572,572_0,minccino,5,normal,,1,https://img.pokemondb.net/sprites/home/normal/minccino.png,"[211, 211, 211]",[176 177 176]
573,573_0,cinccino,5,normal,,1,https://img.pokemondb.net/sprites/home/normal/cinccino.png,"[211, 211, 211]",[185 184 185]
574,574_0,gothita,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/gothita.png,"[255, 105, 180]",[207 203 203]
575,575_0,gothorita,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/gothorita.png,"[255, 105, 180]",[69 72 72]
576,576_0,gothitelle,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/gothitelle.png,"[255, 105, 180]",[210 208 209]
577,577_0,solosis,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/solosis.png,"[255, 105, 180]",[179 209 157]
578,578_0,duosion,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/duosion.png,"[255, 105, 180]",[177 207 158]
579,579_0,reuniclus,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/reuniclus.png,"[255, 105, 180]",[184 212 165]
580,580_0,ducklett,5,water,flying,2,https://img.pokemondb.net/sprites/home/normal/ducklett.png,"[4, 124, 201]",[152 201 212]
581,581_0,swanna,5,water,flying,2,https://img.pokemondb.net/sprites/home/normal/swanna.png,"[4, 124, 201]",[192 197 199]
582,582_0,vanillite,5,ice,,1,https://img.pokemondb.net/sprites/home/normal/vanillite.png,"[135, 206, 235]",[202 214 226]
583,583_0,vanillish,5,ice,,1,https://img.pokemondb.net/sprites/home/normal/vanillish.png,"[135, 206, 235]",[207 214 226]
584,584_0,vanilluxe,5,ice,,1,https://img.pokemondb.net/sprites/home/normal/vanilluxe.png,"[135, 206, 235]",[202 213 224]
585,585_0,deerling-spring,5,normal,grass,2,https://img.pokemondb.net/sprites/home/normal/deerling-spring.png,"[211, 211, 211]",[203 156 160]
585,585_1,deerling-summer,5,normal,grass,2,https://img.pokemondb.net/sprites/home/normal/deerling-summer.png,"[211, 211, 211]",[118 151 106]
585,585_2,deerling-autumn,5,normal,grass,2,https://img.pokemondb.net/sprites/home/normal/deerling-autumn.png,"[211, 211, 211]",[206 201 169]
585,585_3,deerling-winter,5,normal,grass,2,https://img.pokemondb.net/sprites/home/normal/deerling-winter.png,"[211, 211, 211]",[152 125 112]
586,586_0,sawsbuck,5,normal,grass,2,https://img.pokemondb.net/sprites/home/normal/sawsbuck.png,"[211, 211, 211]",[184 168 155]
587,587_0,emolga,5,electric,flying,2,https://img.pokemondb.net/sprites/home/normal/emolga.png,"[255, 255, 0]",[141 144 147]
588,588_0,karrablast,5,bug,,1,https://img.pokemondb.net/sprites/home/normal/karrablast.png,"[204, 204, 0]",[ 56 132 184]
589,589_0,escavalier,5,bug,steel,2,https://img.pokemondb.net/sprites/home/normal/escavalier.png,"[204, 204, 0]",[197 190 184]
590,590_0,foongus,5,grass,poison,2,https://img.pokemondb.net/sprites/home/normal/foongus.png,"[0, 100, 0]",[217 213 209]
591,591_0,amoonguss,5,grass,poison,2,https://img.pokemondb.net/sprites/home/normal/amoonguss.png,"[0, 100, 0]",[140 119 113]
592,592_0,frillish,5,water,ghost,2,https://img.pokemondb.net/sprites/home/normal/frillish.png,"[4, 124, 201]",[182 203 218]
593,593_0,jellicent,5,water,ghost,2,https://img.pokemondb.net/sprites/home/normal/jellicent.png,"[4, 124, 201]",[207 216 224]
594,594_0,alomomola,5,water,,1,https://img.pokemondb.net/sprites/home/normal/alomomola.png,"[4, 124, 201]",[207 173 181]
595,595_0,joltik,5,bug,electric,2,https://img.pokemondb.net/sprites/home/normal/joltik.png,"[204, 204, 0]",[201 181  80]
596,596_0,galvantula,5,bug,electric,2,https://img.pokemondb.net/sprites/home/normal/galvantula.png,"[204, 204, 0]",[ 89 128 164]
597,597_0,ferroseed,5,grass,steel,2,https://img.pokemondb.net/sprites/home/normal/ferroseed.png,"[0, 100, 0]",[177 184 177]
598,598_0,ferrothorn,5,grass,steel,2,https://img.pokemondb.net/sprites/home/normal/ferrothorn.png,"[0, 100, 0]",[182 185 183]
599,599_0,klink,5,steel,,1,https://img.pokemondb.net/sprites/home/normal/klink.png,"[170, 170, 170]",[178 181 189]
600,600_0,klang,5,steel,,1,https://img.pokemondb.net/sprites/home/normal/klang.png,"[170, 170, 170]",[181 186 188]
601,601_0,klinklang,5,steel,,1,https://img.pokemondb.net/sprites/home/normal/klinklang.png,"[170, 170, 170]",[207 213 220]
602,602_0,tynamo,5,electric,,1,https://img.pokemondb.net/sprites/home/normal/tynamo.png,"[255, 255, 0]",[195 201 213]
603,603_0,eelektrik,5,electric,,1,https://img.pokemondb.net/sprites/home/normal/eelektrik.png,"[255, 255, 0]",[203 194 155]
604,604_0,eelektross,5,electric,,1,https://img.pokemondb.net/sprites/home/normal/eelektross.png,"[255, 255, 0]",[ 42 102 122]
605,605_0,elgyem,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/elgyem.png,"[255, 105, 180]",[151 195 190]
606,606_0,beheeyem,5,psychic,,1,https://img.pokemondb.net/sprites/home/normal/beheeyem.png,"[255, 105, 180]",[184 155 138]
607,607_0,litwick,5,ghost,fire,2,https://img.pokemondb.net/sprites/home/normal/litwick.png,"[25, 25, 112]",[192 196 212]
608,608_0,lampent,5,ghost,fire,2,https://img.pokemondb.net/sprites/home/normal/lampent.png,"[25, 25, 112]",[199 201 210]
609,609_0,chandelure,5,ghost,fire,2,https://img.pokemondb.net/sprites/home/normal/chandelure.png,"[25, 25, 112]",[138 139 194]
610,610_0,axew,5,dragon,,1,https://img.pokemondb.net/sprites/home/normal/axew.png,"[167, 143, 206]",[164 170 145]
611,611_0,fraxure,5,dragon,,1,https://img.pokemondb.net/sprites/home/normal/fraxure.png,"[167, 143, 206]",[155 144 123]
612,612_0,haxorus,5,dragon,,1,https://img.pokemondb.net/sprites/home/normal/haxorus.png,"[167, 143, 206]",[202 183 146]
613,613_0,cubchoo,5,ice,,1,https://img.pokemondb.net/sprites/home/normal/cubchoo.png,"[135, 206, 235]",[184 196 209]
614,614_0,beartic,5,ice,,1,https://img.pokemondb.net/sprites/home/normal/beartic.png,"[135, 206, 235]",[197 199 205]
615,615_0,cryogonal,5,ice,,1,https://img.pokemondb.net/sprites/home/normal/cryogonal.png,"[135, 206, 235]",[160 186 204]
616,616_0,shelmet,5,bug,,1,https://img.pokemondb.net/sprites/home/normal/shelmet.png,"[204, 204, 0]",[190 179 170]
617,617_0,accelgor,5,bug,,1,https://img.pokemondb.net/sprites/home/normal/accelgor.png,"[204, 204, 0]",[ 98 136 160]
618,618_0,stunfisk,5,ground,electric,2,https://img.pokemondb.net/sprites/home/normal/stunfisk.png,"[204, 164, 0]",[178 134 119]
618,618_1,stunfisk-galarian,8,ground,steel,2,https://img.pokemondb.net/sprites/home/normal/stunfisk-galarian.png,"[204, 164, 0]",[142 141 133]
619,619_0,mienfoo,5,fighting,,1,https://img.pokemondb.net/sprites/home/normal/mienfoo.png,"[136, 84, 11]",[213 204 153]
620,620_0,mienshao,5,fighting,,1,https://img.pokemondb.net/sprites/home/normal/mienshao.png,"[136, 84, 11]",[187 183 182]
621,621_0,druddigon,5,dragon,,1,https://img.pokemondb.net/sprites/home/normal/druddigon.png,"[167, 143, 206]",[194 200 202]
622,622_0,golett,5,ground,ghost,2,https://img.pokemondb.net/sprites/home/normal/golett.png,"[204, 164, 0]",[125 169 177]
623,623_0,golurk,5,ground,ghost,2,https://img.pokemondb.net/sprites/home/normal/golurk.png,"[204, 164, 0]",[109 157 164]
624,624_0,pawniard,5,dark,steel,2,https://img.pokemondb.net/sprites/home/normal/pawniard.png,"[31, 16, 8]",[206 206 209]
625,625_0,bisharp,5,dark,steel,2,https://img.pokemondb.net/sprites/home/normal/bisharp.png,"[31, 16, 8]",[179 181 182]
626,626_0,bouffalant,5,normal,,1,https://img.pokemondb.net/sprites/home/normal/bouffalant.png,"[211, 211, 211]",[137 127 116]
627,627_0,rufflet,5,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/rufflet.png,"[211, 211, 211]",[217 209 175]
628,628_0,braviary,5,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/braviary.png,"[211, 211, 211]",[100  98 137]
628,628_1,braviary-hisuian,8,psychic,flying,2,https://img.pokemondb.net/sprites/home/normal/braviary-hisuian.png,"[255, 105, 180]",[218 217 222]
629,629_0,vullaby,5,dark,flying,2,https://img.pokemondb.net/sprites/home/normal/vullaby.png,"[31, 16, 8]",[176 164 157]
630,630_0,mandibuzz,5,dark,flying,2,https://img.pokemondb.net/sprites/home/normal/mandibuzz.png,"[31, 16, 8]",[194 191 182]
631,631_0,heatmor,5,fire,,1,https://img.pokemondb.net/sprites/home/normal/heatmor.png,"[255, 0, 0]",[158 143 129]
632,632_0,durant,5,bug,steel,2,https://img.pokemondb.net/sprites/home/normal/durant.png,"[204, 204, 0]",[190 188 187]
633,633_0,deino,5,dark,dragon,2,https://img.pokemondb.net/sprites/home/normal/deino.png,"[31, 16, 8]",[167 163 158]
634,634_0,zweilous,5,dark,dragon,2,https://img.pokemondb.net/sprites/home/normal/zweilous.png,"[31, 16, 8]",[124 112 105]
635,635_0,hydreigon,5,dark,dragon,2,https://img.pokemondb.net/sprites/home/normal/hydreigon.png,"[31, 16, 8]",[120  74  88]
636,636_0,larvesta,5,bug,fire,2,https://img.pokemondb.net/sprites/home/normal/larvesta.png,"[204, 204, 0]",[219 213 211]
637,637_0,volcarona,5,bug,fire,2,https://img.pokemondb.net/sprites/home/normal/volcarona.png,"[204, 204, 0]",[163  83  81]
638,638_0,cobalion,5,steel,fighting,2,https://img.pokemondb.net/sprites/home/normal/cobalion.png,"[170, 170, 170]",[190 200 203]
639,639_0,terrakion,5,rock,fighting,2,https://img.pokemondb.net/sprites/home/normal/terrakion.png,"[128, 109, 0]",[98 84 72]
640,640_0,virizion,5,grass,fighting,2,https://img.pokemondb.net/sprites/home/normal/virizion.png,"[0, 100, 0]",[150 173 109]
641,641_0,tornadus-incarnate,5,flying,,1,https://img.pokemondb.net/sprites/home/normal/tornadus-incarnate.png,"[65, 105, 225]",[197 197 202]
641,641_1,tornadus-therian,5,flying,,1,https://img.pokemondb.net/sprites/home/normal/tornadus-therian.png,"[65, 105, 225]",[204 204 206]
642,642_0,thundurus-incarnate,5,electric,flying,2,https://img.pokemondb.net/sprites/home/normal/thundurus-incarnate.png,"[255, 255, 0]",[190 192 199]
642,642_1,thundurus-therian,5,electric,flying,2,https://img.pokemondb.net/sprites/home/normal/thundurus-therian.png,"[255, 255, 0]",[220 220 222]
643,643_0,reshiram,5,dragon,fire,2,https://img.pokemondb.net/sprites/home/normal/reshiram.png,"[167, 143, 206]",[198 203 206]
644,644_0,zekrom,5,dragon,electric,2,https://img.pokemondb.net/sprites/home/normal/zekrom.png,"[167, 143, 206]",[120 123 126]
645,645_0,landorus-incarnate,5,ground,flying,2,https://img.pokemondb.net/sprites/home/normal/landorus-incarnate.png,"[204, 164, 0]",[209 208 212]
645,645_1,landorus-therian,5,ground,flying,2,https://img.pokemondb.net/sprites/home/normal/landorus-therian.png,"[204, 164, 0]",[211 208 211]
646,646_0,kyurem,5,dragon,ice,2,https://img.pokemondb.net/sprites/home/normal/kyurem.png,"[167, 143, 206]",[165 191 188]
646,646_1,kyurem-white,5,dragon,ice,2,https://img.pokemondb.net/sprites/home/normal/kyurem-white.png,"[167, 143, 206]",[195 194 196]
646,646_2,kyurem-black,5,dragon,ice,2,https://img.pokemondb.net/sprites/home/normal/kyurem-black.png,"[167, 143, 206]",[192 204 209]
647,647_0,keldeo-ordinary,5,water,fighting,2,https://img.pokemondb.net/sprites/home/normal/keldeo-ordinary.png,"[4, 124, 201]",[103 157 188]
647,647_1,keldeo-resolute,5,water,fighting,2,https://img.pokemondb.net/sprites/home/normal/keldeo-resolute.png,"[4, 124, 201]",[141 187 209]
648,648_0,meloetta-aria,5,normal,psychic,2,https://img.pokemondb.net/sprites/home/normal/meloetta-aria.png,"[211, 211, 211]",[155 151 146]
648,648_1,meloetta-pirouette,5,normal,fighting,2,https://img.pokemondb.net/sprites/home/normal/meloetta-pirouette.png,"[211, 211, 211]",[191 185 183]
649,649_0,genesect,5,bug,steel,2,https://img.pokemondb.net/sprites/home/normal/genesect.png,"[204, 204, 0]",[196 165 201]
650,650_0,chespin,6,grass,,1,https://img.pokemondb.net/sprites/home/normal/chespin.png,"[0, 100, 0]",[182 176 124]
651,651_0,quilladin,6,grass,,1,https://img.pokemondb.net/sprites/home/normal/quilladin.png,"[0, 100, 0]",[195 184 166]
652,652_0,chesnaught,6,grass,fighting,2,https://img.pokemondb.net/sprites/home/normal/chesnaught.png,"[0, 100, 0]",[189 181 152]
653,653_0,fennekin,6,fire,,1,https://img.pokemondb.net/sprites/home/normal/fennekin.png,"[255, 0, 0]",[219 187 101]
654,654_0,braixen,6,fire,,1,https://img.pokemondb.net/sprites/home/normal/braixen.png,"[255, 0, 0]",[210 205 199]
655,655_0,delphox,6,fire,psychic,2,https://img.pokemondb.net/sprites/home/normal/delphox.png,"[255, 0, 0]",[174  58  40]
656,656_0,froakie,6,water,,1,https://img.pokemondb.net/sprites/home/normal/froakie.png,"[4, 124, 201]",[121 189 208]
657,657_0,frogadier,6,water,,1,https://img.pokemondb.net/sprites/home/normal/frogadier.png,"[4, 124, 201]",[194 203 196]
658,658_0,greninja,6,water,dark,2,https://img.pokemondb.net/sprites/home/normal/greninja.png,"[4, 124, 201]",[113 140 178]
658,658_1,greninja-ash,6,water,dark,2,https://img.pokemondb.net/sprites/home/normal/greninja-ash.png,"[4, 124, 201]",[203 199 205]
659,659_0,bunnelby,6,normal,,1,https://img.pokemondb.net/sprites/home/normal/bunnelby.png,"[211, 211, 211]",[134  92  76]
660,660_0,diggersby,6,normal,ground,2,https://img.pokemondb.net/sprites/home/normal/diggersby.png,"[211, 211, 211]",[116  77  37]
661,661_0,fletchling,6,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/fletchling.png,"[211, 211, 211]",[191 195 204]
662,662_0,fletchinder,6,fire,flying,2,https://img.pokemondb.net/sprites/home/normal/fletchinder.png,"[255, 0, 0]",[36 39 42]
663,663_0,talonflame,6,fire,flying,2,https://img.pokemondb.net/sprites/home/normal/talonflame.png,"[255, 0, 0]",[138 127 126]
664,664_0,scatterbug,6,bug,,1,https://img.pokemondb.net/sprites/home/normal/scatterbug.png,"[204, 204, 0]",[125 126 126]
665,665_0,spewpa,6,bug,,1,https://img.pokemondb.net/sprites/home/normal/spewpa.png,"[204, 204, 0]",[215 213 211]
666,666_0,vivillon,6,bug,flying,2,https://img.pokemondb.net/sprites/home/normal/vivillon.png,"[204, 204, 0]",[198  82 134]
667,667_0,litleo,6,fire,normal,2,https://img.pokemondb.net/sprites/home/normal/litleo.png,"[255, 0, 0]",[200 176 142]
668,668_0,pyroar,6,fire,normal,2,https://img.pokemondb.net/sprites/home/normal/pyroar.png,"[255, 0, 0]",[191 166 126]
669,669_0,flabebe,6,fairy,,1,https://img.pokemondb.net/sprites/home/normal/flabebe.png,"[255, 182, 193]",[209 207 193]
670,670_0,floette,6,fairy,,1,https://img.pokemondb.net/sprites/home/normal/floette.png,"[255, 182, 193]",[189 200 155]
671,671_0,florges,6,fairy,,1,https://img.pokemondb.net/sprites/home/normal/florges.png,"[255, 182, 193]",[196 157 176]
672,672_0,skiddo,6,grass,,1,https://img.pokemondb.net/sprites/home/normal/skiddo.png,"[0, 100, 0]",[200 199 191]
673,673_0,gogoat,6,grass,,1,https://img.pokemondb.net/sprites/home/normal/gogoat.png,"[0, 100, 0]",[129 139 135]
674,674_0,pancham,6,fighting,,1,https://img.pokemondb.net/sprites/home/normal/pancham.png,"[136, 84, 11]",[127 148 143]
675,675_0,pangoro,6,fighting,dark,2,https://img.pokemondb.net/sprites/home/normal/pangoro.png,"[136, 84, 11]",[133 141 141]
676,676_0,furfrou,6,normal,,1,https://img.pokemondb.net/sprites/home/normal/furfrou.png,"[211, 211, 211]",[225 221 214]
677,677_0,espurr,6,psychic,,1,https://img.pokemondb.net/sprites/home/normal/espurr.png,"[255, 105, 180]",[182 181 201]
678,678_0,meowstic-male,6,psychic,,1,https://img.pokemondb.net/sprites/home/normal/meowstic-male.png,"[255, 105, 180]",[ 89 132 165]
678,678_1,meowstic-female,6,psychic,,1,https://img.pokemondb.net/sprites/home/normal/meowstic-female.png,"[255, 105, 180]",[211 216 221]
679,679_0,honedge,6,steel,ghost,2,https://img.pokemondb.net/sprites/home/normal/honedge.png,"[170, 170, 170]",[ 77 145 174]
680,680_0,doublade,6,steel,ghost,2,https://img.pokemondb.net/sprites/home/normal/doublade.png,"[170, 170, 170]",[208 165 185]
681,681_0,aegislash,6,steel,ghost,2,https://img.pokemondb.net/sprites/home/normal/aegislash.png,"[170, 170, 170]",[206 204 211]
681,681_1,aegislash-blade,6,steel,ghost,2,https://img.pokemondb.net/sprites/home/normal/aegislash-blade.png,"[170, 170, 170]",[139 127 105]
682,682_0,spritzee,6,fairy,,1,https://img.pokemondb.net/sprites/home/normal/spritzee.png,"[255, 182, 193]",[218 164 178]
683,683_0,aromatisse,6,fairy,,1,https://img.pokemondb.net/sprites/home/normal/aromatisse.png,"[255, 182, 193]",[204 143 166]
684,684_0,swirlix,6,fairy,,1,https://img.pokemondb.net/sprites/home/normal/swirlix.png,"[255, 182, 193]",[213 204 210]
685,685_0,slurpuff,6,fairy,,1,https://img.pokemondb.net/sprites/home/normal/slurpuff.png,"[255, 182, 193]",[211 184 192]
686,686_0,inkay,6,dark,psychic,2,https://img.pokemondb.net/sprites/home/normal/inkay.png,"[31, 16, 8]",[189 194 196]
687,687_0,malamar,6,dark,psychic,2,https://img.pokemondb.net/sprites/home/normal/malamar.png,"[31, 16, 8]",[152 172 196]
688,688_0,binacle,6,rock,water,2,https://img.pokemondb.net/sprites/home/normal/binacle.png,"[128, 109, 0]",[171 176 164]
689,689_0,barbaracle,6,rock,water,2,https://img.pokemondb.net/sprites/home/normal/barbaracle.png,"[128, 109, 0]",[199 207 200]
690,690_0,skrelp,6,poison,water,2,https://img.pokemondb.net/sprites/home/normal/skrelp.png,"[97, 64, 81]",[180 153 162]
691,691_0,dragalge,6,poison,dragon,2,https://img.pokemondb.net/sprites/home/normal/dragalge.png,"[97, 64, 81]",[171 142 134]
692,692_0,clauncher,6,water,,1,https://img.pokemondb.net/sprites/home/normal/clauncher.png,"[4, 124, 201]",[149 151 150]
693,693_0,clawitzer,6,water,,1,https://img.pokemondb.net/sprites/home/normal/clawitzer.png,"[4, 124, 201]",[ 87 145 192]
694,694_0,helioptile,6,electric,normal,2,https://img.pokemondb.net/sprites/home/normal/helioptile.png,"[255, 255, 0]",[128 130 128]
695,695_0,heliolisk,6,electric,normal,2,https://img.pokemondb.net/sprites/home/normal/heliolisk.png,"[255, 255, 0]",[148 147 146]
696,696_0,tyrunt,6,rock,dragon,2,https://img.pokemondb.net/sprites/home/normal/tyrunt.png,"[128, 109, 0]",[128 102  85]
697,697_0,tyrantrum,6,rock,dragon,2,https://img.pokemondb.net/sprites/home/normal/tyrantrum.png,"[128, 109, 0]",[131  80  84]
698,698_0,amaura,6,rock,ice,2,https://img.pokemondb.net/sprites/home/normal/amaura.png,"[128, 109, 0]",[132 180 206]
699,699_0,aurorus,6,rock,ice,2,https://img.pokemondb.net/sprites/home/normal/aurorus.png,"[128, 109, 0]",[206 210 215]
700,700_0,sylveon,6,fairy,,1,https://img.pokemondb.net/sprites/home/normal/sylveon.png,"[255, 182, 193]",[183 188 192]
701,701_0,hawlucha,6,fighting,flying,2,https://img.pokemondb.net/sprites/home/normal/hawlucha.png,"[136, 84, 11]",[209 204 202]
702,702_0,dedenne,6,electric,fairy,2,https://img.pokemondb.net/sprites/home/normal/dedenne.png,"[255, 255, 0]",[131 129 127]
703,703_0,carbink,6,rock,fairy,2,https://img.pokemondb.net/sprites/home/normal/carbink.png,"[128, 109, 0]",[181 188 209]
704,704_0,goomy,6,dragon,,1,https://img.pokemondb.net/sprites/home/normal/goomy.png,"[167, 143, 206]",[214 201 221]
705,705_0,sliggoo,6,dragon,,1,https://img.pokemondb.net/sprites/home/normal/sliggoo.png,"[167, 143, 206]",[197 188 203]
705,705_1,sliggoo-hisuian,8,steel,dragon,2,https://img.pokemondb.net/sprites/home/normal/sliggoo-hisuian.png,"[170, 170, 170]",[205 194 212]
706,706_0,goodra,6,dragon,,1,https://img.pokemondb.net/sprites/home/normal/goodra.png,"[167, 143, 206]",[196 183 201]
706,706_1,goodra-hisuian,8,steel,dragon,2,https://img.pokemondb.net/sprites/home/normal/goodra-hisuian.png,"[170, 170, 170]",[194 189 205]
707,707_0,klefki,6,steel,fairy,2,https://img.pokemondb.net/sprites/home/normal/klefki.png,"[170, 170, 170]",[204 210 212]
708,708_0,phantump,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/phantump.png,"[25, 25, 112]",[63 73 81]
709,709_0,trevenant,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/trevenant.png,"[25, 25, 112]",[157 131 107]
710,710_0,pumpkaboo-small,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/pumpkaboo-small.png,"[25, 25, 112]",[139 118  98]
710,710_1,pumpkaboo-average,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/pumpkaboo-average.png,"[25, 25, 112]",[128 105  84]
710,710_2,pumpkaboo-large,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/pumpkaboo-large.png,"[25, 25, 112]",[155 138 122]
710,710_3,pumpkaboo-super,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/pumpkaboo-super.png,"[25, 25, 112]",[154 132 111]
711,711_0,gourgeist-small,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/gourgeist-small.png,"[25, 25, 112]",[182 126 114]
711,711_1,gourgeist-average,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/gourgeist-average.png,"[25, 25, 112]",[194 131 111]
711,711_2,gourgeist-large,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/gourgeist-large.png,"[25, 25, 112]",[210 158 145]
711,711_3,gourgeist-super,6,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/gourgeist-super.png,"[25, 25, 112]",[92 72 55]
712,712_0,bergmite,6,ice,,1,https://img.pokemondb.net/sprites/home/normal/bergmite.png,"[135, 206, 235]",[140 180 221]
713,713_0,avalugg,6,ice,,1,https://img.pokemondb.net/sprites/home/normal/avalugg.png,"[135, 206, 235]",[142 179 213]
713,713_1,avalugg-hisuian,8,ice,rock,2,https://img.pokemondb.net/sprites/home/normal/avalugg-hisuian.png,"[135, 206, 235]",[203 212 219]
714,714_0,noibat,6,flying,dragon,2,https://img.pokemondb.net/sprites/home/normal/noibat.png,"[65, 105, 225]",[150  87 149]
715,715_0,noivern,6,flying,dragon,2,https://img.pokemondb.net/sprites/home/normal/noivern.png,"[65, 105, 225]",[76 60 59]
716,716_0,xerneas,6,fairy,,1,https://img.pokemondb.net/sprites/home/normal/xerneas.png,"[255, 182, 193]",[120 129 148]
717,717_0,yveltal,6,dark,flying,2,https://img.pokemondb.net/sprites/home/normal/yveltal.png,"[31, 16, 8]",[40 42 46]
718,718_0,zygarde-50,6,dragon,ground,2,https://img.pokemondb.net/sprites/home/normal/zygarde-50.png,"[167, 143, 206]",[58 48 46]
